OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,Time
3443,C19T3,535,433068.5451,4805511.192,4/24/2019,6:24:00
3444,C19T3,533.56,433054.4122,4805531.547,4/24/2019,6:24:00
3445,C19T3,535,433052.9601,4805532.117,4/24/2019,6:24:00
3446,C19T3,530,433043.4574,4805553.869,4/24/2019,6:25:00
3447,C19T3,516,433028.9623,4805586.667,4/24/2019,6:26:00
3448,C19T3,498,433012.2522,4805616.599,4/24/2019,6:27:00
3449,C19T3,494,432996.9684,4805635.187,4/24/2019,6:28:00
3450,C19T3,492,432993.6749,4805654.213,4/24/2019,6:29:00
3451,C19T3,483,432986.1887,4805666.949,4/24/2019,6:30:00
3452,C19T3,480,432979.7492,4805687.227,4/24/2019,6:31:00
3453,C19T3,457,432974.2512,4805712.605,4/24/2019,6:32:00
3454,C19T3,445,432991.6721,4805713.543,4/24/2019,6:33:00
3455,C19T3,437,432983.7723,4805725.394,4/24/2019,6:34:00
3456,C19T3,432.51,432985.0657,4805725.159,4/24/2019,6:34:00
3457,C19T3,433,432983.7745,4805725.616,4/24/2019,6:34:00
3458,C19T3,424,432975.5354,4805735.916,4/24/2019,6:35:00
3459,C19T3,415,432977.8501,4805740.669,4/24/2019,6:36:00
3460,C19T3,416,432983.9399,4805742.275,4/24/2019,6:37:00
3461,C19T3,412,432986.1731,4805755.137,4/24/2019,6:38:00
3462,C19T3,408,432986.1852,4805756.358,4/24/2019,6:40:00
3463,C19T3,433,432993.2495,4805782.722,4/24/2019,6:41:00
3464,C19T3,447,432988.4666,4805814.868,4/24/2019,6:42:00
3465,C19T3,455,432991.672,4805819.612,4/24/2019,6:43:00
3466,C19T3,441,432993.2106,4805819.597,4/24/2019,6:44:00
3467,C19T3,440.9,432996.5515,4805821.674,4/24/2019,6:44:00
3468,C19T3,442,432995.3402,4805822.019,4/24/2019,6:44:00
3469,C19T3,438,433001.1676,4805829.847,4/24/2019,6:45:00
3470,C19T3,457,433015.2953,4805858.03,4/24/2019,6:46:00
3471,C19T3,470,433037.2406,4805841.596,4/24/2019,6:47:00
3472,C19T3,476,433060.8568,4805805.82,4/24/2019,6:48:00
3473,C19T3,487,433094.6076,4805795.712,4/24/2019,6:49:00
3474,C19T3,494,433109.9496,4805783.009,4/24/2019,6:50:00
3475,C19T3,507,433129.292,4805765.38,4/24/2019,6:51:00
3476,C19T3,518,433140.9674,4805734.054,4/24/2019,6:52:00
3477,C19T3,519,433164.0074,4805713.612,4/24/2019,6:53:00
3478,C19T3,522,433200.9543,4805707.248,4/24/2019,6:54:00
3479,C19T3,522.99,433221.1545,4805702.606,4/24/2019,6:54:00
3480,C19T3,524,433220.9225,4805703.719,4/24/2019,6:54:00
3481,C19T3,529,433241.7321,4805695.183,4/24/2019,6:55:00
3482,C19T3,529,433273.6746,4805674.098,4/24/2019,6:56:00
3483,C19T3,540,433279.1026,4805649.72,4/24/2019,6:57:00
3484,C19T3,546,433294.6467,4805600.03,4/24/2019,6:58:00
3485,C19T3,549,433328.8031,4805557.043,4/24/2019,6:59:00
3486,C19T3,538,433359.3162,4805530.53,4/24/2019,7:00:00
3487,C19T3,560,433373.3402,4805490.851,4/24/2019,7:01:00
3488,C19T3,560,433380.1298,4805440.249,4/24/2019,7:02:00
3489,C19T3,566,433387.0924,4805390.755,4/24/2019,7:03:00
3490,C19T3,577,433400.4646,4805334.201,4/24/2019,7:04:00
3491,C19T3,578.1,433411.817,4805302.768,4/24/2019,7:04:00
3492,C19T3,577,433411.5817,4805303.548,4/24/2019,7:04:00
3493,C19T3,574,433418.6696,4805274.933,4/24/2019,7:05:00
3494,C19T3,575,433379.2418,4805210.681,4/24/2019,7:06:00
3495,C19T3,587,433317.3969,4805181.081,4/24/2019,7:07:00
3496,C19T3,584.47,433261.0402,4805165.977,4/24/2019,7:07:00
3497,C19T3,585,433260.1603,4805167.097,4/24/2019,7:07:00
14084,C20T1,648.5,443304.3367,4806025.124,4/17/2019,4:43:00
14085,C20T1,649,443303.1249,4806025.468,4/17/2019,4:43:00
14086,C20T1,657,443319.3394,4806008.45,4/17/2019,4:44:00
14087,C20T1,659,443334.1648,4805951.349,4/17/2019,4:45:00
14088,C20T1,675,443327.6482,4805898.537,4/17/2019,4:46:00
14089,C20T1,676,443326.9129,4805897.766,4/17/2019,4:47:00
14090,C20T1,679,443319.05,4805887.17,4/17/2019,4:48:00
14091,C20T1,667,443311.9819,4805874.79,4/17/2019,4:49:00
14092,C20T1,669,443290.3292,4805861.422,4/17/2019,4:50:00
14093,C20T1,669,443281.9283,4805854.273,4/17/2019,4:51:00
14094,C20T1,675,443280.6301,4805863.614,4/17/2019,4:52:00
14095,C20T1,672,443272.8999,4805839.911,4/17/2019,4:53:00
14096,C20T1,678.54,443266.258,4805830.082,4/17/2019,4:53:00
14097,C20T1,678,443265.694,4805830.42,4/17/2019,4:53:00
14098,C20T1,684,443266.5325,4805824.193,4/17/2019,4:54:00
14099,C20T1,684,443226.8382,4805812.865,4/17/2019,4:55:00
14100,C20T1,687,443202.6697,4805808.515,4/17/2019,4:56:00
14101,C20T1,692,443201.2038,4805807.527,4/17/2019,4:58:00
14102,C20T1,683,443160.6212,4805767.664,4/17/2019,4:59:00
14103,C20T1,691,443212.8261,4805783.662,4/17/2019,5:00:00
14104,C20T1,693,443220.9023,4805790.702,4/17/2019,5:01:00
14105,C20T1,691,443240.9589,4805797.197,4/17/2019,5:02:00
14106,C20T1,687.14,443255.5308,4805806.293,4/17/2019,5:03:00
14107,C20T1,684,443250.7645,4805807.666,4/17/2019,5:03:00
14108,C20T1,687,443254.4065,4805807.413,4/17/2019,5:03:00
14109,C20T1,692,443280.7017,4805814.3,4/17/2019,5:04:00
14110,C20T1,701,443305.409,4805815.315,4/17/2019,5:05:00
14111,C20T1,705,443346.0537,4805853.068,4/17/2019,5:06:00
14112,C20T1,709,443360.5989,4805830.067,4/17/2019,5:07:00
14113,C20T1,701,443386.5645,4805836.291,4/17/2019,5:08:00
14114,C20T1,702,443455.243,4805866.258,4/17/2019,5:09:00
14115,C20T1,697,443468.1688,4805891.584,4/17/2019,5:10:00
14116,C20T1,698,443463.6863,4805897.841,4/17/2019,5:11:00
14117,C20T1,700,443452.1863,4805897.715,4/17/2019,5:12:00
14118,C20T1,702.21,443428.3887,4805898.914,4/17/2019,5:13:00
14119,C20T1,703,443429.2608,4805896.685,4/17/2019,5:13:00
14120,C20T1,703,443426.8576,4805899.815,4/17/2019,5:13:00
14121,C20T1,717,443423.414,4805923.723,4/17/2019,5:14:00
14122,C20T1,695,443417.1242,4805936.548,4/17/2019,5:15:00
14123,C20T1,701,443385.6939,4805944.919,4/17/2019,5:16:00
14124,C20T1,695,443380.8096,4805961.176,4/17/2019,5:17:00
14125,C20T1,676,443356.4017,4805976.485,4/17/2019,5:18:00
14126,C20T1,660,443332.7543,4805985.902,4/17/2019,5:19:00
14127,C20T1,646,443299.8646,4806022.941,4/17/2019,5:20:00
14128,C20T1,630,443295.2905,4806037.528,4/17/2019,5:21:00
14129,C20T1,637.8,443295.7623,4806035.859,4/17/2019,5:23:00
14130,C20T1,639,443294.5496,4806036.091,4/17/2019,5:23:00
14131,C20T1,626,443293.1908,4806038.212,4/17/2019,5:28:00
14132,C20T1,647,443249.3299,4806051.242,4/17/2019,5:29:00
14133,C20T1,668,443246.2775,4806063.818,4/17/2019,5:30:00
14134,C20T1,669,443221.7894,4806079.129,4/17/2019,5:31:00
14135,C20T1,694,443214.4195,4806088.632,4/17/2019,5:32:00
14136,C20T1,674.24,443212.843,4806093.754,4/17/2019,5:33:00
14137,C20T1,674,443213.1305,4806089.42,4/17/2019,5:33:00
14138,C20T1,673,443212.3628,4806094.424,4/17/2019,5:33:00
14139,C20T1,665,443221.4607,4806107.453,4/17/2019,5:34:00
14140,C20T1,672,443218.8576,4806106.031,4/17/2019,5:38:00
14141,C20T1,670,443206.5921,4806111.132,4/17/2019,5:39:00
14142,C20T1,695,443177.413,4806136.701,4/17/2019,5:40:00
14143,C20T1,705,443178.8869,4806129.025,4/17/2019,5:42:00
14144,C20T1,692,443173.4333,4806135.29,4/17/2019,5:43:00
14145,C20T1,689,443142.3229,4806152.656,4/17/2019,5:44:00
14146,C20T1,689,443142.08,4806152.658,4/17/2019,5:44:00
14147,C20T1,689.29,443143.852,4806151.533,4/17/2019,5:44:00
14148,C20T1,696,443151.9073,4806156.13,4/17/2019,5:44:00
14149,C20T1,694,443150.4002,4806150.256,4/17/2019,5:46:00
14150,C20T1,694,443131.3512,4806157.524,4/17/2019,5:46:00
14151,C20T1,698,443121.3961,4806186.929,4/17/2019,5:47:00
14152,C20T1,697,443119.3891,4806198.608,4/17/2019,5:48:00
14153,C20T1,688,443115.5452,4806194.087,4/17/2019,5:51:00
14154,C20T1,683,443117.9938,4806234.827,4/17/2019,5:52:00
14155,C20T1,685,443129.004,4806263.389,4/17/2019,5:53:00
14156,C20T1,682.84,443110.0289,4806269.768,4/17/2019,5:54:00
14157,C20T1,683,443108.7408,4806270.668,4/17/2019,5:54:00
14158,C20T1,678,443091.2156,4806237.718,4/17/2019,5:54:00
14159,C20T1,682,443075.3778,4806174.434,4/17/2019,5:55:00
14160,C20T1,685,443027.9502,4806129.297,4/17/2019,5:56:00
14161,C20T1,672,442970.9787,4806114.34,4/17/2019,5:57:00
14162,C20T1,660,442995.0335,4806057.383,4/17/2019,5:58:00
14163,C20T1,659,443052.9451,4806049.342,4/17/2019,5:59:00
14164,C20T1,658,443105.1728,4806077.89,4/17/2019,6:00:00
14165,C20T1,667,443163.5361,4806056.185,4/17/2019,6:01:00
14166,C20T1,649,443231.6387,4806037.064,4/17/2019,6:02:00
14167,C20T1,646.36,443292.2311,4806030.002,4/17/2019,6:03:00
14168,C20T1,646,443290.8574,4806030.347,4/17/2019,6:03:00
14169,C20T2,754.07,443726.4659,4805606.878,4/17/2019,6:27:00
14170,C20T2,754,443724.6863,4805607.115,4/17/2019,6:27:00
14171,C20T2,755,443724.8483,4805607.114,4/17/2019,6:27:00
14172,C20T2,748,443769.0009,4805570.317,4/17/2019,6:28:00
14173,C20T2,750,443799.7852,4805503.533,4/17/2019,6:29:00
14174,C20T2,750,443827.0161,4805457.326,4/17/2019,6:30:00
14175,C20T2,760,443818.6553,4805435.516,4/17/2019,6:31:00
14176,C20T2,755,443785.7412,4805411.911,4/17/2019,6:32:00
14177,C20T2,761,443788.4788,4805361.354,4/17/2019,6:33:00
14178,C20T2,757,443789.0726,4805393.78,4/17/2019,6:34:00
14179,C20T2,766,443796.6277,4805396.605,4/17/2019,6:35:00
14180,C20T2,758,443796.9396,4805395.158,4/17/2019,6:36:00
14181,C20T2,774,443797.1053,4805395.601,4/17/2019,6:37:00
14182,C20T2,778,443828.8967,4805391.338,4/17/2019,6:38:00
14183,C20T2,785,443839.4357,4805382.921,4/17/2019,6:39:00
14184,C20T2,803,443835.3174,4805374.625,4/17/2019,6:40:00
14185,C20T2,810,443835.5071,4805377.955,4/17/2019,6:41:00
14186,C20T2,759,443845.1306,4805405.53,4/17/2019,6:42:00
14187,C20T2,747,443862.9505,4805435.147,4/17/2019,6:43:00
14188,C20T2,734,443863.5767,4805452.024,4/17/2019,6:44:00
14189,C20T2,736,443863.3026,4805458.024,4/17/2019,6:45:00
14190,C20T2,731,443851.9641,4805467.67,4/17/2019,6:46:00
14191,C20T2,736,443852.1063,4805484.772,4/17/2019,6:47:00
14192,C20T2,739,443847.9176,4805487.473,4/17/2019,6:47:00
14193,C20T2,738,443850.367,4805509.332,4/17/2019,6:48:00
14194,C20T2,752,443840.5551,4805517.521,4/17/2019,6:49:00
14195,C20T2,728,443824.7335,4805523.65,4/17/2019,6:50:00
14196,C20T2,737,443821.0329,4805536.342,4/17/2019,6:51:00
14197,C20T2,744,443812.2181,4805557.296,4/17/2019,6:51:00
14198,C20T2,734,443811.7862,4805573.515,4/17/2019,6:52:00
14199,C20T2,734,443799.4193,4805586.057,4/17/2019,6:53:00
14200,C20T2,730,443797.9782,4805607.504,4/17/2019,6:54:00
14201,C20T2,731,443788.1786,4805617.137,4/17/2019,6:55:00
14202,C20T2,732,443773.147,4805630.59,4/17/2019,6:56:00
14203,C20T2,736,443759.1136,4805656.918,4/17/2019,6:57:00
14204,C20T2,739,443759.3565,4805656.916,4/17/2019,6:57:00
14205,C20T2,736,443762.4964,4805683.879,4/17/2019,6:58:00
14206,C20T2,732,443766.3956,4805714.5,4/17/2019,6:59:00
14211,C20T3,669.95,445466.8779,4806373.043,4/18/2019,7:41:00
14212,C20T3,669,445466.2364,4806373.826,4/18/2019,7:41:00
14213,C20T3,669,445466.3966,4806373.603,4/18/2019,7:41:00
14214,C20T3,671,445446.776,4806350.438,4/18/2019,7:42:00
14215,C20T3,673,445432.2463,4806336.006,4/18/2019,7:43:00
14216,C20T3,672,445399.5195,4806314.28,4/18/2019,7:44:00
14217,C20T3,675,445396.8881,4806309.303,4/18/2019,7:45:00
14218,C20T3,655,445387.2037,4806293.277,4/18/2019,7:46:00
14219,C20T3,658,445392.1228,4806300.79,4/18/2019,7:47:00
14220,C20T3,656,445389.0883,4806306.034,4/18/2019,7:48:00
14221,C20T3,654,445382.3409,4806312.753,4/18/2019,7:49:00
14222,C20T3,659.22,445374.5148,4806326.255,4/18/2019,7:51:00
14223,C20T3,659,445373.3866,4806326.93,4/18/2019,7:51:00
14224,C20T3,656,445370.183,4806331.288,4/18/2019,7:52:00
14225,C20T3,654,445366.911,4806337.201,4/18/2019,7:53:00
14226,C20T3,649,445367.7592,4806351.965,4/18/2019,7:57:00
14227,C20T3,657,445352.1081,4806379.08,4/18/2019,7:58:00
14228,C20T3,659,445347.5317,4806373.897,4/18/2019,7:59:00
14229,C20T3,660,445344.9291,4806372.475,4/18/2019,8:00:00
14230,C20T3,657.07,445345.3852,4806378.802,4/18/2019,8:01:00
14231,C20T3,657,445345.3897,4806379.357,4/18/2019,8:01:00
14232,C20T3,657,445345.3897,4806379.357,4/18/2019,8:01:00
14233,C20T3,653,445343.3034,4806381.706,4/18/2019,8:02:00
14234,C20T3,654,445325.7435,4806403.062,4/18/2019,8:03:00
14235,C20T3,651,445321.4297,4806410.316,4/18/2019,8:05:00
14236,C20T3,648,445298.877,4806435.044,4/18/2019,8:07:00
14237,C20T3,649,445289.2151,4806441.786,4/18/2019,8:08:00
14238,C20T3,648,445287.692,4806443.686,4/18/2019,8:08:00
14239,C20T3,648,445263.9467,4806471.089,4/18/2019,8:10:00
14240,C20T3,642.08,445250.763,4806492.854,4/18/2019,8:11:00
14241,C20T3,641,445250.5237,4806493.3,4/18/2019,8:11:00
14242,C20T3,636,445250.3663,4806493.857,4/18/2019,8:12:00
14243,C20T3,628,445230.906,4806510.452,4/18/2019,8:13:00
14244,C20T3,626,445214.8751,4806530.574,4/18/2019,8:14:00
14245,C20T3,621,445212.9338,4806530.811,4/18/2019,8:15:00
14246,C20T3,617,445212.5309,4806541.033,4/18/2019,8:16:00
14247,C20T3,618,445217.0734,4806561.987,4/18/2019,8:17:00
14248,C20T3,607,445197.9255,4806577.136,4/18/2019,8:18:00
14249,C20T3,604,445183.2502,4806574.701,4/18/2019,8:19:00
14250,C20T3,600,445171.0148,4806583.574,4/18/2019,8:20:00
14251,C20T3,598,445164.268,4806590.293,4/18/2019,8:21:00
14252,C20T3,622.84,445154.3132,4806600.814,4/18/2019,8:21:00
14253,C20T3,623,445152.5365,4806601.383,4/18/2019,8:21:00
14254,C20T3,612,445144.9195,4806600.668,4/18/2019,8:22:00
14255,C20T3,605,445140.4626,4806590.264,4/18/2019,8:23:00
14256,C20T3,604,445140.068,4806601.485,4/18/2019,8:24:00
14257,C20T3,599,445153.4406,4806603.042,4/18/2019,8:25:00
14258,C20T3,596,445161.9301,4806601.529,4/18/2019,8:26:00
14259,C20T3,610,445169.6488,4806604.798,4/18/2019,8:28:00
14260,C20T3,604,445171.322,4806601.453,4/18/2019,8:29:00
14261,C20T3,603,445172.0353,4806599.559,4/18/2019,8:30:00
14262,C20T3,607,445171.2543,4806593.124,4/18/2019,8:31:00
14263,C20T3,607.9,445173.2631,4806591.219,4/18/2019,8:31:00
14264,C20T3,608,445172.2952,4806591.671,4/18/2019,8:31:00
14265,C20T3,608,445192.0115,4806576.74,4/18/2019,8:32:00
14266,C20T3,607,445206.951,4806561.847,4/18/2019,8:33:00
14267,C20T3,608,445210.75,4806561.039,4/18/2019,8:34:00
14268,C20T3,605,445212.2002,4806560.138,4/18/2019,8:36:00
14269,C20T3,608,445210.9857,4806560.148,4/18/2019,8:38:00
14270,C20T3,616,445211.9645,4806561.029,4/18/2019,8:42:00
14271,C20T3,622,445214.6363,4806561.007,4/18/2019,8:44:00
14272,C20T3,626,445219.4852,4806559.857,4/18/2019,8:45:00
14273,C20T3,633,445231.2709,4806555.43,4/18/2019,8:46:00
14274,C20T3,638,445238.134,4806553.042,4/18/2019,8:47:00
14275,C20T3,613,445249.2666,4806547.954,4/18/2019,8:48:00
14276,C20T3,618,445248.8707,4806539.072,4/18/2019,8:48:00
14277,C20T3,618.57,445258.0026,4806536.887,4/18/2019,8:49:00
14278,C20T3,618,445256.4643,4806536.9,4/18/2019,8:49:00
14279,C20T3,613,445272.5394,4806532.216,4/18/2019,8:49:00
14280,C20T3,623,445264.8395,4806521.283,4/18/2019,8:50:00
14281,C20T3,628,445258.9982,4806509.891,4/18/2019,8:52:00
14282,C20T3,632,445255.6426,4806505.475,4/18/2019,8:53:00
14283,C20T3,631,445250.3212,4806488.304,4/18/2019,8:54:00
14284,C20T3,630,445276.1968,4806463.993,4/18/2019,8:55:00
14285,C20T3,632,445290.1192,4806443.444,4/18/2019,8:55:00
14286,C20T3,635,445318.3026,4806424.113,4/18/2019,8:57:00
14287,C20T3,646,445333.868,4806416.435,4/18/2019,8:57:00
14288,C20T3,649,445336.6667,4806422.076,4/18/2019,8:58:00
14289,C20T3,646.36,445336.8404,4806413.523,4/18/2019,8:59:00
14290,C20T3,647,445335.2264,4806414.202,4/18/2019,8:59:00
14291,C20T3,645,445338.5424,4806413.731,4/18/2019,8:59:00
14292,C20T3,642,445328.6124,4806417.366,4/18/2019,9:00:00
14293,C20T3,643,445334.2144,4806399.217,4/18/2019,9:01:00
14294,C20T3,641,445336.1072,4806392.982,4/18/2019,9:02:00
14295,C20T3,637,445344.2525,4806388.918,4/18/2019,9:04:00
14296,C20T3,685,445350.5561,4806417.41,4/18/2019,9:05:00
14297,C20T3,657,445381.7106,4806364.958,4/18/2019,9:06:00
14298,C20T3,660,445389.5779,4806366.56,4/18/2019,9:07:00
14299,C20T3,664,445384.0415,4806372.825,4/18/2019,9:08:00
14300,C20T3,673,445395.7028,4806352.961,4/18/2019,9:09:00
14301,C20T3,669.95,445393.8027,4806358.307,4/18/2019,9:09:00
14302,C20T3,671,445392.8347,4806358.759,4/18/2019,9:09:00
14303,C20T3,651,445402.9036,4806342.24,4/18/2019,9:11:00
14304,C20T3,645,445401.5071,4806359.8,4/18/2019,9:12:00
14305,C20T3,647,445407.9332,4806363.413,4/18/2019,9:13:00
14306,C20T3,647,445402.8917,4806360.788,4/18/2019,9:14:00
14307,C20T3,645,445404.4148,4806358.888,4/18/2019,9:14:00
14308,C20T3,645,445422.5823,4806342.526,4/18/2019,9:15:00
14309,C20T3,650,445449.157,4806324.429,4/18/2019,9:16:00
14310,C20T3,664,445461.1864,4806310.005,4/18/2019,9:17:00
14311,C20T3,671,445496.8127,4806289.726,4/18/2019,9:18:00
14312,C20T3,663.51,445526.8617,4806260.607,4/18/2019,9:19:00
14313,C20T3,665,445525.4061,4806260.841,4/18/2019,9:19:00
14314,C20T3,656,445536.3201,4806248.646,4/18/2019,9:19:00
14315,C20T3,653,445583.1612,4806203.177,4/18/2019,9:20:00
14316,C20T3,657,445624.8876,4806155.972,4/18/2019,9:21:00
14317,C20T3,661,445658.7439,4806116.827,4/18/2019,9:22:00
14318,C20T3,678,445670.344,4806069.087,4/18/2019,9:23:00
14319,C20T3,661.36,445688.4307,4806042.508,4/18/2019,9:24:00
14320,C20T3,662,445687.3835,4806043.183,4/18/2019,9:24:00
16610,C21T1,149.01,408406.2846,4794382.679,5/2/2019,5:35:00
16611,C21T1,149,408406.0518,4794383.459,5/2/2019,5:35:00
16612,C21T1,148,408405.8896,4794383.462,5/2/2019,5:35:00
16613,C21T1,150,408402.2498,4794384.288,5/2/2019,5:36:00
16614,C21T1,132,408397.7359,4794386.46,5/2/2019,5:44:00
16615,C21T1,132.64,408388.9423,4794390.133,5/2/2019,5:45:00
16616,C21T1,133,408388.783,4794390.357,5/2/2019,5:45:00
16617,C21T1,140,408340.9382,4794421.995,5/2/2019,5:45:00
16618,C21T1,143,408302.9448,4794456.165,5/2/2019,5:46:00
16619,C21T1,137,408261.0884,4794504.605,5/2/2019,5:47:00
16620,C21T1,138,408231.9706,4794553.095,5/2/2019,5:48:00
16621,C21T1,138,408216.381,4794594.071,5/2/2019,5:49:00
16622,C21T1,134,408213.569,4794590.11,5/2/2019,5:50:00
16623,C21T1,139,408185.5519,4794594.044,5/2/2019,5:51:00
16624,C21T1,145,408166.9214,4794596.185,5/2/2019,5:52:00
16625,C21T1,148,408135.4956,4794588.058,5/2/2019,5:53:00
16626,C21T1,116.3,408109.5844,4794591.742,5/2/2019,5:55:00
16627,C21T1,117,408108.7733,4794591.753,5/2/2019,5:55:00
16628,C21T1,117,408102.4658,4794587.284,5/2/2019,5:55:00
16629,C21T1,116,408098.7158,4794568.008,5/2/2019,5:56:00
16630,C21T1,114,408036.9698,4794561.515,5/2/2019,5:57:00
16631,C21T1,123,408055.8395,4794565.035,5/2/2019,5:58:00
16632,C21T1,109,408063.3569,4794515.171,5/2/2019,5:59:00
16633,C21T1,107,408053.6764,4794495.309,5/2/2019,6:00:00
16634,C21T1,105,408042.9277,4794474.461,5/2/2019,6:01:00
16635,C21T1,112,408054.3822,4794457.645,5/2/2019,6:02:00
16636,C21T1,107,408050.2346,4794450.925,5/2/2019,6:03:00
16637,C21T1,108,408034.2262,4794449.032,5/2/2019,6:04:00
16638,C21T1,106.09,408034.6258,4794448.582,5/2/2019,6:05:00
16639,C21T1,107,408033.7395,4794449.039,5/2/2019,6:05:00
16640,C21T1,106,408035.7142,4794469.005,5/2/2019,6:05:00
16641,C21T1,110,408021.4585,4794458.758,5/2/2019,6:06:00
16642,C21T1,105,408036.2467,4794418.57,5/2/2019,6:07:00
16643,C21T1,102,408035.8478,4794401.136,5/2/2019,6:08:00
16644,C21T1,96,408029.31,4794391.672,5/2/2019,6:09:00
16645,C21T1,93,407980.9321,4794395.884,5/2/2019,6:10:00
16646,C21T1,107,407986.2832,4794377.706,5/2/2019,6:11:00
16647,C21T1,118,407969.4158,4794354.387,5/2/2019,6:12:00
16648,C21T1,110,407968.3093,4794338.629,5/2/2019,6:13:00
16649,C21T1,108,407973.0014,4794325.68,5/2/2019,6:14:00
16650,C21T1,108.13,407970.1258,4794317.055,5/2/2019,6:15:00
16651,C21T1,108,407969.9786,4794318.168,5/2/2019,6:15:00
16652,C21T1,101,407969.0253,4794301.742,5/2/2019,6:15:00
16653,C21T1,98,407963.0195,4794271.722,5/2/2019,6:16:00
16654,C21T1,100,408006.0841,4794246.589,5/2/2019,6:17:00
16655,C21T1,99,408013.3,4794264.153,5/2/2019,6:18:00
16656,C21T1,98,408019.1281,4794257.187,5/2/2019,6:19:00
16657,C21T1,137,408032.8756,4794247.892,5/2/2019,6:20:00
16658,C21T1,122,408035.0574,4794229.313,5/2/2019,6:21:00
16659,C21T1,126,408050.219,4794228.552,5/2/2019,6:22:00
16660,C21T1,119,408059.2236,4794240.426,5/2/2019,6:23:00
16661,C21T1,122,408073.2989,4794237.347,5/2/2019,6:24:00
16662,C21T1,122.42,408092.7314,4794246.413,5/2/2019,6:25:00
16663,C21T1,123,408092.2478,4794246.642,5/2/2019,6:25:00
16664,C21T1,122,408094.3628,4794247.058,5/2/2019,6:25:00
16665,C21T1,119,408105.7587,4794255.789,5/2/2019,6:26:00
16666,C21T1,121,408106.16,4794261.449,5/2/2019,6:27:00
16667,C21T1,122,408110.2068,4794260.727,5/2/2019,6:28:00
16668,C21T1,123,408140.8794,4794249.093,5/2/2019,6:29:00
16669,C21T1,260,408163.3216,4794174.923,5/2/2019,6:30:00
16670,C21T1,149,408205.6229,4794225.112,5/2/2019,6:31:00
16671,C21T1,139,408223.6107,4794265.3,5/2/2019,6:32:00
16672,C21T1,141,408254.4806,4794274.212,5/2/2019,6:33:00
16673,C21T1,140,408258.8218,4794271.265,5/2/2019,6:34:00
16674,C21T1,140.82,408260.1873,4794270.247,5/2/2019,6:35:00
16675,C21T1,141,408258.987,4794271.485,5/2/2019,6:35:00
16676,C21T1,141,408285.7677,4794254.017,5/2/2019,6:35:00
16677,C21T1,136,408279.6852,4794242.214,5/2/2019,6:36:00
16678,C21T1,134,408288.9206,4794229.204,5/2/2019,6:37:00
16679,C21T1,135,408293.5322,4794222.255,5/2/2019,6:38:00
16680,C21T1,137,408288.1828,4794204.667,5/2/2019,6:39:00
16681,C21T1,137,408324.6695,4794196.953,5/2/2019,6:40:00
16682,C21T1,163,408354.7238,4794193.548,5/2/2019,6:41:00
16683,C21T1,160,408365.6746,4794229.388,5/2/2019,6:42:00
16684,C21T1,158,408383.7007,4794236.475,5/2/2019,6:43:00
16685,C21T1,155,408395.3995,4794261.642,5/2/2019,6:44:00
16686,C21T1,155.15,408401.3,4794272.004,5/2/2019,6:45:00
16687,C21T1,154,408400.8944,4794272.009,5/2/2019,6:45:00
16688,C21T1,153,408416.6158,4794300.676,5/2/2019,6:45:00
16689,C21T1,150,408445.9755,4794311.943,5/2/2019,6:46:00
16690,C21T1,148,408476.7716,4794297.42,5/2/2019,6:47:00
16691,C21T1,144,408478.5787,4794299.062,5/2/2019,6:48:00
16692,C21T1,146,408487.2055,4794307.054,5/2/2019,6:49:00
16693,C21T1,138,408517.7961,4794343.407,5/2/2019,6:50:00
16694,C21T1,135,408502.6298,4794367.826,5/2/2019,6:51:00
16695,C21T1,135,408506.0689,4794400.214,5/2/2019,6:52:00
16696,C21T1,139,408506.3061,4794405.764,5/2/2019,6:53:00
16697,C21T1,114,408510.3702,4794436.366,5/2/2019,6:54:00
16698,C21T1,114.25,408512.8837,4794418.227,5/2/2019,6:55:00
16699,C21T1,114,408512.4075,4794419.011,5/2/2019,6:55:00
16700,C21T1,109,408500.4072,4794407.51,5/2/2019,6:55:00
16701,C21T1,113,408486.2345,4794403.369,5/2/2019,6:56:00
16702,C21T1,117,408466.408,4794389.086,5/2/2019,6:57:00
16703,C21T1,114,408465.4962,4794387.655,5/2/2019,6:58:00
16704,C21T1,116,408465.642,4794386.431,5/2/2019,7:00:00
16705,C21T1,115,408466.8587,4794386.414,5/2/2019,7:01:00
16706,C21T1,117,408444.1508,4794381.056,5/2/2019,7:02:00
16707,C21T1,115,408460.775,4794386.497,5/2/2019,7:03:00
16708,C21T1,112,408438.7433,4794365.134,5/2/2019,7:04:00
16709,C21T1,112.21,408434.0114,4794375.195,5/2/2019,7:05:00
16710,C21T1,112,408432.5618,4794375.992,5/2/2019,7:05:00
16711,C21T1,130.6,408411.5272,4794380.386,5/2/2019,7:05:00
16712,C21T1,132,408411.6203,4794381.274,5/2/2019,7:05:00
16713,C21T2,173.59,409021.1949,4794287.534,5/2/2019,7:38:00
16714,C21T2,174,409021.2068,4794288.422,5/2/2019,7:38:00
16715,C21T2,174,409021.2038,4794288.2,5/2/2019,7:38:00
16716,C21T2,175,408987.8779,4794307.753,5/2/2019,7:39:00
16717,C21T2,187,408946.1136,4794321.199,5/2/2019,7:40:00
16718,C21T2,191,408927.3447,4794349.331,5/2/2019,7:41:00
16719,C21T2,192,408928.8331,4794369.527,5/2/2019,7:42:00
